Time[s],Fx[N],Fy[N],Fz[N],Mx[Nm],My[Nm],Mz[Nm],COPx[cm],COPy[cm]
7.54,-0.715101,-4.396832,535.5008,3.010916,40.282540999999995,-0.8252120000000001,-7.522405,0.562262
7.55,-0.75657,-4.409186,535.492161,3.007458,40.286076,-0.822599,-7.523186999999999,0.561625
7.56,-0.8075060000000001,-4.4248080000000005,535.431868,3.000051,40.281329,-0.8190390000000001,-7.523148,0.560305
7.57,-0.8657440000000001,-4.443601999999999,535.3207629999999,2.9889919999999996,40.268228,-0.816068,-7.522262,0.558355
7.58,-0.927385,-4.464215,535.172139,2.976108,40.247254999999996,-0.8147949999999999,-7.5204320000000004,0.556103
7.59,-0.988397,-4.484104,535.008324,2.9641439999999997,40.219595,-0.815789,-7.517564,0.554037
7.6,-1.045623,-4.499772,534.853165,2.955662,40.187302,-0.819136,-7.513707000000001,0.552612
7.61,-1.0967149999999999,-4.507347,534.726001,2.952013,40.153131,-0.824534,-7.509104,0.5520609999999999
7.62,-1.13939,-4.503697,534.640383,2.952887,40.119952000000005,-0.831311,-7.5041009999999995,0.552313
7.63,-1.170674,-4.487837,534.606,2.9566060000000003,40.090045,-0.838435,-7.498989,0.553044
7.64,-1.186766,-4.462062,534.6293969999999,2.9609900000000002,40.064735999999996,-0.8447,-7.493927,0.55384
7.65,-1.183936,-4.432214,534.710802,2.964371,40.044534000000006,-0.8490840000000001,-7.489008,0.554388
7.66,-1.160245,-4.406724,534.838987,2.96628,40.029589,-0.851142,-7.484419,0.554612
7.67,-1.117103,-4.394436,534.9893099999999,2.9674650000000002,40.020084999999995,-0.851239,-7.480539,0.5546770000000001
7.68,-1.059587,-4.401724,535.128638,2.969224,40.016339,-0.85046,-7.477892,0.554862
7.69,-0.995434,-4.4298660000000005,535.2257940000001,2.972425,40.018609999999995,-0.8502049999999999,-7.476958,0.555359
7.7,-0.933525,-4.47379,535.261941,2.976723,40.026903999999995,-0.8515370000000001,-7.478003,0.556124
7.71,-0.882698,-4.522968,535.235546,2.980365,40.040989,-0.854554,-7.481003,0.556832
7.72,-0.8509680000000001,-4.564426999999999,535.160485,2.980675,40.060626,-0.858092,-7.485722,0.556968
7.73,-0.8447450000000001,-4.586945,535.059593,2.974992,40.085725,-0.859981,-7.491824,0.5560109999999999
7.74,-0.867692,-4.584941000000001,534.956964,2.9616700000000002,40.116254,-0.857822,-7.498968,0.553628
7.75,-0.9194829999999999,-4.560633999999999,534.8716730000001,2.9407400000000004,40.151965000000004,-0.849984,-7.5068410000000005,0.5498029999999999
7.76,-0.9951969999999999,-4.523569,534.814704,2.913985,40.192175,-0.8363649999999999,-7.515159,0.544859
7.77,-1.0860290000000001,-4.487501,534.7894610000001,2.884347,40.235695,-0.818554,-7.523650999999999,0.539342
7.78,-1.181259,-4.465646,534.794183,2.854803,40.280909,-0.799301,-7.532039999999999,0.533813
7.79,-1.270727,-4.466044,534.823633,2.827207,40.325932,-0.781556,-7.540042999999999,0.528624
7.8,-1.346833,-4.488832,534.8689400000001,2.801729,40.368907,-0.767515,-7.547439,0.523816
7.81,-1.405629,-4.526452,534.916964,2.777246,40.408467,-0.758078,-7.554157000000001,0.519192
7.82,-1.447028,-4.566711,534.9514839999999,2.752408,40.444305,-0.752861,-7.560369000000001,0.514515
7.83,-1.4743709999999999,-4.5975410000000005,534.9571490000001,2.72673,40.477557,-0.750607,-7.566505,0.50971
7.84,-1.4933049999999999,-4.611699,534.925386,2.700992,40.510649,-0.749728,-7.5731399999999995,0.504929
7.85,-1.510065,-4.609654,534.859918,2.67675,40.546509,-0.7487199999999999,-7.5807720000000005,0.500458
7.86,-1.529701,-4.599458,534.778654,2.65535,40.587506,-0.746367,-7.589589999999999,0.496532
7.87,-1.5551549999999998,-4.593523,534.709473,2.637151,40.634674,-0.7418170000000001,-7.599392999999999,0.49319300000000005
7.88,-1.5875299999999999,-4.60352,534.680555,2.621408,40.68748,-0.7346600000000001,-7.60968,0.49027600000000005
7.89,-1.6270360000000001,-4.6356209999999995,534.709282,2.6067299999999998,40.744053,-0.725063,-7.619851,0.487504
7.9,-1.673587,-4.688168,534.794803,2.591712,40.801629,-0.713905,-7.629399,0.48461800000000005
7.91,-1.726648,-4.75272,534.917371,2.575354,40.857125,-0.702762,-7.638025,0.48144899999999996
7.92,-1.784719,-4.81785,535.0446440000001,2.557163,40.907790000000006,-0.6936180000000001,-7.645678,0.47793500000000005
7.93,-1.845187,-4.873722,535.143053,2.537099,40.951795000000004,-0.6883199999999999,-7.652495,0.47409700000000005
7.94,-1.9047610000000001,-4.915221,535.1909440000001,2.5155939999999997,40.988499,-0.6879430000000001,-7.658668,0.470037
7.95,-1.960176,-4.9424,535.188751,2.493707,41.018193,-0.692362,-7.664248,0.465949
7.96,-2.008757,-4.958636,535.160772,2.473187,41.041315999999995,-0.700237,-7.668969000000001,0.462139
7.97,-2.048547,-4.967942,535.1456400000001,2.456239,41.057518,-0.7094560000000001,-7.672214,0.45898500000000003
7.98,-2.077932,-4.972867,535.178606,2.445031,41.065114,-0.717863,-7.673161,0.456863
7.99,-2.094935,-4.973726999999999,535.273951,2.441102,41.061219,-0.723932,-7.671066000000001,0.45604700000000004
8.0,-2.096662,-4.969043,535.4160820000001,2.444831,41.042421999999995,-0.72714,-7.665519000000001,0.45662299999999995
8.01,-2.079548,-4.95657,535.563101,2.4551380000000003,41.005654,-0.727979,-7.656549000000001,0.45842200000000005
8.02,-2.0405330000000004,-4.934271,535.660845,2.4696599999999997,40.948974,-0.727695,-7.644571000000001,0.461049
8.03,-1.9785700000000002,-4.900991,535.661512,2.4855150000000004,40.872098,-0.7278819999999999,-7.630210000000001,0.464008
8.04,-1.895515,-4.85697,535.539775,2.500363,40.77653,-0.7300260000000001,-7.614099,0.46688599999999997
8.05,-1.7958580000000002,-4.804336,535.300931,2.5131810000000003,40.665341,-0.7350770000000001,-7.596725,0.46948900000000005
8.06,-1.685388,-4.747446,534.9791349999999,2.524372,40.542784999999995,-0.743155,-7.578386,0.471864
8.07,-1.569432,-4.692736,534.6275410000001,2.535285,40.413971999999994,-0.753505,-7.559276,0.47421499999999994
8.08,-1.451682,-4.647685,534.304681,2.547554,40.284565,-0.764698,-7.539624000000001,0.47679799999999994
8.09,-1.334379,-4.618863,534.061754,2.562557,40.160385,-0.775035,-7.519802,0.479824
8.1,-1.2196209999999998,-4.609508,533.933739,2.581111,40.04685,-0.783022,-7.500341000000001,0.483414
8.11,-1.110539,-4.6177470000000005,533.934984,2.603287,39.948381,-0.787755,-7.481881,0.487566
8.12,-1.0110219999999999,-4.636661,534.0587019999999,2.62826,39.867912,-0.789115,-7.46508,0.492129
8.13,-0.92391,-4.656522,534.279574,2.654304,39.806532000000004,-0.787747,-7.450506,0.49680100000000005
8.14,-0.849024,-4.668265,534.558703,2.679106,39.763247,-0.784886,-7.438517999999999,0.501181
8.15,-0.7827149999999999,-4.666614,534.8503929999999,2.700423,39.734907,-0.782075,-7.429163000000001,0.504893
8.16,-0.7194659999999999,-4.651668,535.1101179999999,2.716815,39.716404,-0.780805,-7.422099,0.5077109999999999
8.17,-0.654678,-4.628533,535.30262,2.728125,39.701295,-0.782143,-7.416608,0.509642
8.18,-0.587182,-4.6052230000000005,535.408546,2.735488,39.682883000000004,-0.786454,-7.411702,0.510916
8.19,-0.5202260000000001,-4.589539,535.427724,2.7408580000000002,39.655666,-0.793393,-7.406353,0.511901
8.2,-0.460283,-4.586025,535.377577,2.7462310000000003,39.616741999999995,-0.802146,-7.399775999999999,0.5129520000000001
8.21,-0.414096,-4.594225,535.287095,2.752944,39.566739,-0.811771,-7.391686,0.514293
8.22,-0.38547600000000004,-4.609036,535.188794,2.761355,39.509828000000006,-0.8213790000000001,-7.382409,0.5159590000000001
8.23,-0.37374,-4.623087,535.1113190000001,2.771009,39.452709999999996,-0.83009,-7.3728039999999995,0.517838
8.24,-0.374596,-4.630171,535.074074,2.781053,39.402784999999994,-0.836885,-7.363987,0.5197510000000001
8.25,-0.382656,-4.628222,535.084346,2.790543,39.366096999999996,-0.840651,-7.356989,0.521515
8.26,-0.393958,-4.620378,535.136955,2.798464,39.345803000000004,-0.840525,-7.352474000000001,0.522943
8.27,-0.40725700000000004,-4.613418,535.216188,2.803607,39.341704,-0.8363889999999999,-7.350619,0.523827
8.28,-0.423774,-4.614123,535.29952,2.804638,39.350926,-0.829148,-7.351197999999999,0.523938
8.29,-0.44581099999999996,-4.625414,535.362501,2.80045,39.369332,-0.820543,-7.353771000000001,0.523094
8.3,-0.474991,-4.6443970000000006,535.3841309999999,2.790664,39.393043,-0.812579,-7.357903,0.521245
8.31,-0.5110399999999999,-4.663434,535.352132,2.775983,39.419552,-0.806845,-7.363294000000001,0.518534
8.32,-0.551812,-4.673671,535.267407,2.758171,39.448168,-0.804003,-7.369806,0.515288
8.33,-0.594528,-4.669154,535.14596,2.739624,39.479847,-0.8035720000000001,-7.3773979999999995,0.511939
8.34,-0.637368,-4.649527,535.015937,2.722665,39.516517,-0.8040689999999999,-7.386044999999999,0.508894
8.35,-0.6803779999999999,-4.6201989999999995,534.90909,2.708859,39.560128999999996,-0.803478,-7.3956729999999995,0.506415
8.36,-0.72521,-4.590162,534.849365,2.6985930000000002,39.611693,-0.799964,-7.40614,0.504552
8.37,-0.773991,-4.5685139999999995,534.843697,2.691059,39.670618,-0.7925979999999999,-7.417236,0.503149
8.38,-0.828045,-4.561052,534.879547,2.684592,39.73457,-0.7818039999999999,-7.428694999999999,0.5019060000000001
8.39,-0.887107,-4.5682160000000005,534.9306429999999,2.677219,39.799904,-0.769296,-7.440199000000001,0.50048
8.4,-0.9492780000000001,-4.5852010000000005,534.968522,2.66721,39.862625,-0.757514,-7.451396000000001,0.49857299999999993
8.41,-1.0115969999999999,-4.604193,534.974544,2.6534590000000002,39.919633000000005,-0.748785,-7.461969,0.495997
8.42,-1.07093,-4.617716000000001,534.946678,2.635614,39.969851,-0.7445970000000001,-7.471744999999999,0.492687
8.43,-1.124829,-4.621621,534.898173,2.614018,40.014741,-0.745212,-7.480815,0.48869399999999996
8.44,-1.172129,-4.616421,534.849479,2.589588,40.057901,-0.749711,-7.489565,0.484171
8.45,-1.213084,-4.606477,534.818115,2.56371,40.10386,-0.756354,-7.498597999999999,0.479361
8.46,-1.248981,-4.597483,534.811649,2.538055,40.156636999999996,-0.763137,-7.508557000000001,0.47457
8.47,-1.28145,-4.593514,534.826724,2.5142599999999997,40.218693,-0.768363,-7.519947999999999,0.470107
8.48,-1.311895,-4.59509,534.85369,2.49353,40.290614,-0.771049,-7.533016,0.466208
8.49,-1.341381,-4.599189,534.883593,2.476309,40.371348,-0.771039,-7.547689,0.462962
8.5,-1.3708280000000002,-4.601141999999999,534.9131610000001,2.462169,40.458617,-0.7688560000000001,-7.563586,0.460293
8.51,-1.401122,-4.597528,534.944829,2.449903,40.549217999999996,-0.76544,-7.580075,0.45797299999999996
8.52,-1.43303,-4.5887839999999995,534.9822379999999,2.4377400000000002,40.639307,-0.761876,-7.596384,0.455668
8.53,-1.4671889999999999,-4.580201000000001,535.024441,2.423653,40.724876,-0.7591399999999999,-7.611778999999999,0.452999
8.54,-1.504314,-4.580418,535.06225,2.405786,40.802524,-0.757843,-7.625753,0.44962700000000005
8.55,-1.545355,-4.59776,535.078841,2.382996,40.870302,-0.758005,-7.638183000000001,0.44535399999999997
8.56,-1.591114,-4.636037,535.055351,2.355322,40.928215,-0.758966,-7.649342,0.44020200000000004
8.57,-1.641288,-4.692025,534.9801679999999,2.32421,40.978023,-0.759537,-7.659728,0.43444799999999995
8.58,-1.6934930000000001,-4.7559510000000005,534.857714,2.292415,41.022335,-0.758447,-7.669766,0.42860299999999996
8.59,-1.743061,-4.814706,534.711366,2.263627,41.063340000000004,-0.754949,-7.679533999999999,0.423336
8.6,-1.783885,-4.856048,534.577757,2.241747,41.101752000000005,-0.7492810000000001,-7.688639,0.41934899999999997
8.61,-1.8098450000000001,-4.871914,534.4945349999999,2.22987,41.136403,-0.7427010000000001,-7.696319,0.417192
8.62,-1.81613,-4.859876,534.486898,2.229262,41.164656,-0.737012,-7.701714999999999,0.417084
8.63,-1.800154,-4.822935,534.558189,2.238858,41.183452,-0.7337859999999999,-7.704203999999999,0.418824
8.64,-1.762198,-4.76861,534.687816,2.255583,41.190564,-0.7337060000000001,-7.703666,0.42185
8.65,-1.705864,-4.7080269999999995,534.837166,2.275337,41.185522,-0.736358,-7.700572,0.425426
8.66,-1.638115,-4.654678,534.961881,2.294175,41.169855,-0.740549,-7.695848,0.42884799999999995
8.67,-1.56841,-4.621797,535.0265099999999,2.309282,41.146659,-0.744927,-7.690583,0.43162
8.68,-1.50668,-4.618246,535.016296,2.3195419999999998,41.119774,-0.7485069999999999,-7.6857050000000005,0.433546
8.69,-1.460534,-4.644691000000001,534.941663,2.325601,41.092906,-0.750847,-7.681755,0.43473900000000004
8.7,-1.432878,-4.692528,534.833749,2.329361,41.068957,-0.7518699999999999,-7.678827,0.43553000000000003
8.71,-1.421248,-4.746762,534.732413,2.333077,41.049718,-0.751555,-7.676684,0.43630699999999994
8.72,-1.4191610000000001,-4.79171,534.6711389999999,2.33848,41.03598,-0.749742,-7.674994,0.43736800000000003
8.73,-1.4185370000000002,-4.816948,534.665417,2.34629,41.027909,-0.7461810000000001,-7.673567,0.438833
8.74,-1.412035,-4.8207629999999995,534.7103450000001,2.356248,41.025426,-0.740745,-7.672458,0.440659
8.75,-1.39483,-4.809516,534.787997,2.367521,41.028307,-0.733675,-7.671883,0.44270299999999996
8.76,-1.3658290000000002,-4.793387,534.8790700000001,2.3792470000000003,41.035903000000005,-0.725754,-7.671996000000001,0.44482
8.77,-1.328016,-4.780831,534.971298,2.390948,41.046599,-0.718348,-7.672673,0.44693
8.78,-1.28739,-4.774636,535.0605879999999,2.402588,41.057413000000004,-0.713287,-7.673414,0.449031
8.79,-1.250552,-4.771318,535.1465519999999,2.414311,41.064157,-0.712518,-7.673441,0.45114899999999997
8.8,-1.221873,-4.76375,535.227142,2.4261459999999997,41.062364,-0.717539,-7.671950999999999,0.453293
8.81,-1.201624,-4.745347,535.2955440000001,2.437955,41.048689,-0.728763,-7.668416000000001,0.455441
8.82,-1.1860549999999999,-4.713647,535.3395820000001,2.4496450000000003,41.022164000000004,-0.745113,-7.6628300000000005,0.45758699999999997
8.83,-1.169429,-4.671647,535.3431559999999,2.461439,40.984664,-0.764109,-7.655774000000001,0.459787
8.84,-1.146918,-4.626498000000001,535.289855,2.4739430000000002,40.940302,-0.782474,-7.648249000000001,0.46216899999999994
8.85,-1.11679,-4.586459,535.168517,2.487892,40.894027,-0.797006,-7.641336,0.46488
8.86,-1.080843,-4.557745,534.979066,2.503612,40.850066999999996,-0.8053819999999999,-7.635825,0.467983
8.87,-1.043175,-4.5426910000000005,534.73636,2.520489,40.810909,-0.8066979999999999,-7.631968,0.47135200000000005
8.88,-1.008306,-4.5396529999999995,534.470313,2.536842,40.777215999999996,-0.801674,-7.629463,0.474646
8.89,-0.979734,-4.544117,534.221765,2.550392,40.748697,-0.792512,-7.627674000000001,0.47740299999999997
8.9,-0.9594799999999999,-4.550318,534.034853,2.559151,40.725506,-0.782296,-7.626002000000001,0.47921099999999994
8.91,-0.948484,-4.552997,533.947504,2.562293,40.709405,-0.773989,-7.6242339999999995,0.47987700000000005
8.92,-0.9474530000000001,-4.549109,533.9819719999999,2.560594,40.703981,-0.769363,-7.622725999999999,0.47952799999999995
8.93,-0.9576180000000001,-4.539073999999999,534.137541,2.556249,40.713632000000004,-0.768387,-7.622312,0.478575
8.94,-0.9807319999999999,-4.5270269999999995,534.387909,2.552101,40.741717,-0.769405,-7.623997,0.477575
8.95,-1.017939,-4.519641,534.685451,2.550558,40.788667,-0.769995,-7.628535,0.47702
8.96,-1.068017,-4.523612,534.972141,2.552588,40.850972999999996,-0.768019,-7.636094,0.47714399999999996
8.97,-1.1263040000000002,-4.542706,535.193609,2.5572779999999997,40.921565,-0.762342,-7.646124,0.47782299999999994
8.98,-1.185283,-4.575801,535.311293,2.562294,40.991608,-0.753001,-7.657527,0.478655
8.99,-1.2365760000000001,-4.61709,535.3093849999999,2.565127,41.05314,-0.740953,-7.669049,0.47918599999999995
9.0,-1.273232,-4.6584010000000005,535.196327,2.564469,41.101628000000005,-0.727677,-7.679728999999999,0.47916400000000003
9.01,-1.291388,-4.692318,535.002245,2.560885,41.137469,-0.7147979999999999,-7.689214,0.47866800000000004
9.02,-1.291074,-4.714494999999999,534.773329,2.556398,41.165856,-0.703752,-7.697814,0.478034
9.03,-1.2763209999999998,-4.724407,534.562994,2.553246,41.194993,-0.695495,-7.706293,0.47763199999999995
9.04,-1.254697,-4.724718,534.41973,2.5525740000000003,41.233354,-0.6902510000000001,-7.715536999999999,0.47763500000000003
9.05,-1.23631,-4.719867,534.373871,2.55381,41.287073,-0.687447,-7.726252000000001,0.47790699999999997
9.06,-1.23227,-4.714424,534.428499,2.555086,41.358495,-0.685951,-7.738827000000001,0.47809700000000005
9.07,-1.252573,-4.7117059999999995,534.559527,2.5543869999999997,41.446327000000004,-0.684654,-7.753360000000001,0.47784899999999997
9.08,-1.303549,-4.71315,534.7258009999999,2.550721,41.547002,-0.683132,-7.769777,0.47701499999999997
9.09,-1.3854870000000001,-4.718554,534.884795,2.544641,41.656389000000004,-0.681976,-7.7879179999999995,0.475736
9.1,-1.4914479999999999,-4.726757,535.006462,2.537986,41.770959000000005,-0.682533,-7.807562,0.47438400000000003
9.11,-1.6082450000000001,-4.736111,535.078985,2.533114,41.887971,-0.6861729999999999,-7.828372,0.473409
9.12,-1.7198229999999999,-4.744685,535.104922,2.532059,42.004866,-0.693533,-7.849837,0.473189
9.13,-1.812066,-4.750644,535.091777,2.535908,42.118458000000004,-0.7041430000000001,-7.871258999999999,0.47392
9.14,-1.8770919999999998,-4.753039,535.0435160000001,2.544572,42.224606,-0.7166,-7.891808,0.47558199999999995
9.15,-1.915185,-4.752466,534.957573,2.556993,42.318742,-0.729136,-7.910672999999999,0.47798100000000004
9.16,-1.933656,-4.750812000000001,534.828045,2.571644,42.397153,-0.740239,-7.927249000000001,0.480836
9.17,-1.9434490000000002,-4.750126,534.652999,2.5870290000000002,42.4584,-0.749045,-7.9413,0.483871
9.18,-1.955177,-4.751486,534.442432,2.6019419999999998,42.504086,-0.75535,-7.952977000000001,0.48685200000000006
9.19,-1.9760959999999999,-4.75464,534.222807,2.6154040000000003,42.538472999999996,-0.7593300000000001,-7.962683999999999,0.489572
9.2,-2.0086310000000003,-4.7584089999999994,534.034684,2.6264380000000003,42.567023,-0.761211,-7.970835000000001,0.49181
9.21,-2.050325,-4.761287,533.9223820000001,2.6339330000000003,42.594505,-0.761108,-7.977659,0.49331800000000003
9.22,-2.094875,-4.7618339999999995,533.9183830000001,2.636813,42.623461,-0.759131,-7.983142,0.493861
9.23,-2.1341189999999997,-4.758889,534.0288419999999,2.634516,42.653621,-0.755617,-7.987138000000001,0.493328
9.24,-2.160778,-4.75173,534.227669,2.6275180000000002,42.682446999999996,-0.751266,-7.989561,0.491835
9.25,-2.171221,-4.740117,534.463473,2.617521,42.706528000000006,-0.747028,-7.990542,0.48974700000000004
9.26,-2.1670689999999997,-4.7242180000000005,534.677141,2.6070759999999997,42.723186,-0.74375,-7.990464,0.487598
9.27,-2.15463,-4.704546,534.821979,2.598748,42.731533,-0.741834,-7.989861,0.48590900000000004
9.28,-2.142183,-4.682087999999999,534.877089,2.594245,42.732557,-0.7411310000000001,-7.989228999999999,0.48501700000000003
9.29,-2.1363090000000002,-4.658514,534.848665,2.5939520000000003,42.728327,-0.741132,-7.988863,0.48498800000000003
9.3,-2.139008,-4.636133999999999,534.7606480000001,2.597023,42.720904,-0.741295,-7.98879,0.485642
9.31,-2.146889,-4.617407,534.641763,2.601867,42.711584,-0.741309,-7.988823,0.48665600000000003
9.32,-2.152615,-4.604126,534.5166429999999,2.6067,42.700764,-0.741169,-7.988669,0.487674
9.33,-2.147792,-4.596782,534.404146,2.609929,42.688233000000004,-0.741061,-7.9880059999999995,0.48838100000000007
9.34,-2.126052,-4.594566,534.3200009999999,2.610329,42.673421000000005,-0.741211,-7.986491,0.488533
9.35,-2.085187,-4.595982,534.2783730000001,2.607175,42.655369,-0.741795,-7.983735,0.48798100000000005
9.36,-2.027719,-4.599636,534.289183,2.600433,42.632668,-0.742942,-7.979325,0.486709
9.37,-1.959889,-4.6046260000000006,534.352545,2.590937,42.603786,-0.744729,-7.972973,0.48487399999999997
9.38,-1.8897110000000001,-4.610245,534.454657,2.580393,42.567871000000004,-0.747103,-7.96473,0.482809
9.39,-1.824911,-4.61521,534.569043,2.571086,42.525575,-0.749804,-7.955114,0.48096400000000006
9.4,-1.7713720000000002,-4.617138,534.6638839999999,2.565283,42.479246999999994,-0.752382,-7.945038,0.47979399999999994
9.41,-1.732159,-4.612963,534.712949,2.5645439999999997,42.432252000000005,-0.7543479999999999,-7.9355199999999995,0.47961099999999995
9.42,-1.7070009999999998,-4.600313,534.7057990000001,2.56926,42.387817999999996,-0.755358,-7.927316,0.4805
9.43,-1.692263,-4.57906,534.6527169999999,2.578704,42.348118,-0.7553350000000001,-7.920678,0.482314
9.44,-1.6817490000000002,-4.552015,534.581533,2.591561,42.314074,-0.754491,-7.915364,0.484783
9.45,-1.668495,-4.524187,534.52687,2.6065549999999997,42.28581,-0.7532989999999999,-7.910886,0.487638
9.46,-1.6472759999999997,-4.501062999999999,534.516123,2.62269,42.263341,-0.752396,-7.906841,0.490666
9.47,-1.617002,-4.486902,534.558307,2.63902,42.247040000000005,-0.752384,-7.903167999999999,0.49368199999999995
9.48,-1.581823,-4.483768,534.6408849999999,2.6543099999999997,42.237629999999996,-0.75356,-7.900187,0.49646599999999996
9.49,-1.5499450000000001,-4.491378,534.735649,2.6670119999999997,42.235701,-0.755757,-7.898426,0.498753
9.5,-1.530291,-4.507601999999999,534.8101730000001,2.675584,42.240986,-0.758412,-7.898314,0.500287
9.51,-1.528473,-4.529504,534.8396190000001,2.678946,42.251708,-0.760815,-7.899883999999999,0.500888
9.52,-1.544078,-4.554512,534.8153440000001,2.6768549999999998,42.264296,-0.7623479999999999,-7.902596000000001,0.5005189999999999
9.53,-1.570401,-4.581012,534.7487219999999,2.6701669999999997,42.273603,-0.7626350000000001,-7.905321000000001,0.499331
9.54,-1.596392,-4.6079,534.669111,2.66091,42.273696,-0.7616470000000001,-7.906515,0.497674
9.55,-1.609812,-4.633430000000001,534.6157400000001,2.651992,42.259137,-0.759728,-7.904582,0.49605600000000005
9.56,-1.6005530000000001,-4.654333,534.625602,2.646504,42.226524,-0.757502,-7.8983360000000005,0.49501999999999996
9.57,-1.563268,-4.666131,534.7212490000001,2.646783,42.175742,-0.755656,-7.887426,0.49498400000000004
9.58,-1.498577,-4.664667,534.90198,2.65357,42.110336,-0.75474,-7.872533,0.49608500000000005
9.59,-1.4125809999999999,-4.648003,535.1408690000001,2.66569,42.036676,-0.755143,-7.8552539999999995,0.498129
9.6,-1.31494,-4.617609,535.389593,2.6804509999999997,41.96226,-0.757213,-7.837706,0.500654
9.61,-1.216209,-4.578367,535.591321,2.694674,41.893874,-0.761333,-7.821985000000001,0.503121
9.62,-1.1253819999999999,-4.537505,535.698014,2.7058169999999997,41.836256,-0.767827,-7.809672,0.505101
9.63,-1.048473,-4.502858,535.6848349999999,2.712639,41.791578,-0.776696,-7.8015229999999995,0.506387
9.64,-0.988455,-4.480786,535.555113,2.7151110000000003,41.759691,-0.787335,-7.797459,0.506971
9.65,-0.946207,-4.474172,535.334516,2.713848,41.73883,-0.798442,-7.796775,0.506944
9.66,-0.9217190000000001,-4.481084,535.0589980000001,2.7095,41.726458,-0.808227,-7.798478,0.506393
9.67,-0.9149229999999999,-4.494919,534.7633910000001,2.7024630000000003,41.720014,-0.814891,-7.801584,0.505357
9.68,-0.925846,-4.50668,534.475434,2.692932,41.71755,-0.817204,-7.805325999999999,0.503846
9.69,-0.9542200000000001,-4.508897,534.2160259999999,2.681192,41.71826,-0.814954,-7.809249,0.501893
9.7,-0.998906,-4.499233,534.003138,2.667951,41.722839,-0.809113,-7.813219999999999,0.49961300000000003
9.71,-1.057476,-4.48152,533.855426,2.654516,41.733484000000004,-0.801614,-7.817375999999999,0.49723500000000004
9.72,-1.12622,-4.463539,533.792288,2.642657,41.753369,-0.794772,-7.822025,0.495072
9.73,-1.200695,-4.453103,533.829387,2.634113,41.785605,-0.7905439999999999,-7.82752,0.493437
9.74,-1.276723,-4.454748,533.971202,2.629952,41.831944,-0.789882,-7.8341199999999995,0.49252700000000005
9.75,-1.351383,-4.468454,534.2040440000001,2.630138,41.891704,-0.792442,-7.841892,0.49234700000000003
9.76,-1.423409,-4.490371,534.493691,2.6335669999999998,41.961362,-0.796747,-7.850675,0.49272200000000005
9.77,-1.492634,-4.514707,534.790709,2.638576,42.03501,-0.800715,-7.860086,0.493385
9.78,-1.558699,-4.535883999999999,535.042835,2.643586,42.105521,-0.802344,-7.869561,0.49408900000000006
9.79,-1.619744,-4.550223,535.2096230000001,2.647595,42.166058,-0.800312,-7.878419,0.494684
9.8,-1.6718380000000002,-4.55661,535.27301,2.6503919999999996,42.21147,-0.7942640000000001,-7.8859699999999995,0.495148
9.81,-1.709684,-4.555999,535.2396150000001,2.652513,42.239226,-0.7847850000000001,-7.891648,0.495575
9.82,-1.7285380000000001,-4.550293,535.1346599999999,2.6549099999999997,42.249659,-0.7731319999999999,-7.895144999999999,0.49612
9.83,-1.726503,-4.541435,534.991198,2.658338,42.245575,-0.760905,-7.896499,0.49689399999999995
9.84,-1.7058099999999998,-4.531047,534.840091,2.6627110000000003,42.231435999999995,-0.749667,-7.896087,0.497852
9.85,-1.6720669999999997,-4.5203739999999994,534.704935,2.666835,42.212444,-0.7405510000000001,-7.8945300000000005,0.498749
9.86,-1.631649,-4.510228,534.6028200000001,2.668751,42.193696,-0.733975,-7.892531,0.49920299999999995
9.87,-1.588626,-4.500964,534.548492,2.666544,42.179473,-0.729672,-7.890673,0.49883999999999995
9.88,-1.5431860000000002,-4.49263,534.55746,2.6591650000000002,42.172634,-0.727062,-7.889261,0.49745200000000006
9.89,-1.492723,-4.4851410000000005,534.643686,2.6468220000000002,42.174124,-0.725715,-7.888267999999999,0.49506300000000003
9.9,-1.435003,-4.478243,534.810737,2.630783,42.182773,-0.725575,-7.887421000000001,0.49190900000000004
9.91,-1.371294,-4.471426,535.040692,2.612811,42.195528,-0.726754,-7.8864149999999995,0.488339
9.92,-1.307441,-4.464359,535.288727,2.594602,42.208191,-0.729108,-7.885126,0.48471099999999995
9.93,-1.252381,-4.458014,535.489568,2.577481,42.216549,-0.731953,-7.88373,0.481332
9.94,-1.215141,-4.455687999999999,535.5756759999999,2.56239,42.217684000000006,-0.734182,-7.882674000000001,0.478437
9.95,-1.2018739999999999,-4.462656,535.500729,2.550064,42.210987,-0.734725,-7.8825270000000005,0.47620200000000007
9.96,-1.214093,-4.48402,535.2588900000001,2.541243,42.198468,-0.733093,-7.883749000000001,0.47476899999999994
9.97,-1.2486110000000001,-4.521703,534.891347,2.536747,42.18424,-0.729741,-7.886506,0.47425500000000004
9.98,-1.299,-4.572353,534.476357,2.537272,42.173466,-0.726017,-7.890614,0.474721
9.99,-1.357772,-4.627448,534.105997,2.5429630000000003,42.171124,-0.723696,-7.895647,0.476116
10.0,-1.41821,-4.675730000000001,533.85828,2.5530880000000002,42.180805,-0.724267,-7.901124,0.478233
10.01,-1.4752049999999999,-4.706980000000001,533.774341,2.5660220000000002,42.20366,-0.728345,-7.906648,0.480732
10.02,-1.525331,-4.715616000000001,533.8478240000001,2.579549,42.237789,-0.7354930000000001,-7.911953,0.483199
