Time[s],Fx[N],Fy[N],Fz[N],Mx[Nm],My[Nm],Mz[Nm],COPx[cm],COPy[cm]
0.01,-1.449973,-4.580058999999999,534.224607,2.0399540000000003,41.276185,-0.781998,-7.726373,0.381853
0.02,-1.445906,-4.584679,534.250576,2.056195,41.284251,-0.7759590000000001,-7.727507000000001,0.384875
0.03,-1.4430290000000001,-4.592980000000001,534.2838820000001,2.065878,41.294939,-0.771576,-7.729025999999999,0.38666300000000003
0.04,-1.441916,-4.608147,534.32907,2.0646240000000002,41.309332,-0.769796,-7.731066,0.386396
0.05,-1.442134,-4.632239,534.383315,2.051648,41.326251,-0.770612,-7.733447,0.38392800000000005
0.06,-1.442237,-4.665337999999999,534.438222,2.029939,41.342619,-0.773159,-7.735714999999999,0.379827
0.07,-1.440202,-4.704779,534.485358,2.005216,41.354690000000005,-0.776163,-7.737291,0.375168
0.08,-1.434293,-4.74514,534.522403,1.984015,41.359526,-0.778539,-7.737660000000001,0.371175
0.09,-1.424101,-4.7795760000000005,534.555648,1.971627,41.356066999999996,-0.7798470000000001,-7.736532,0.36883499999999997
0.1,-1.411125,-4.802269,534.596737,1.970605,41.345381,-0.780396,-7.733938,0.368615
0.11,-1.398342,-4.810804,534.6556059999999,1.980357,41.330028999999996,-0.780984,-7.730214999999999,0.370399
0.12,-1.388859,-4.806908,534.7339599999999,1.9978310000000001,41.312775,-0.782432,-7.725855999999999,0.373612
0.13,-1.3843860000000001,-4.795005000000001,534.822651,2.018846,41.295162,-0.785181,-7.721280999999999,0.37748000000000004
0.14,-1.384379,-4.779616000000001,534.903736,2.039475,41.276596999999995,-0.7891130000000001,-7.716639999999999,0.381279
0.15,-1.386115,-4.763346,534.9562559999999,2.056975,41.254478000000006,-0.79366,-7.711747999999999,0.384513
0.16,-1.385453,-4.746418,534.963787,2.070105,41.225418,-0.7981060000000001,-7.706207000000001,0.386962
0.17,-1.37796,-4.727543,534.920789,2.078955,41.187028999999995,-0.801955,-7.69965,0.38864699999999996
0.18,-1.360174,-4.705271,534.834647,2.084547,41.139359999999996,-0.805187,-7.6919770000000005,0.389755
0.19,-1.330771,-4.679141,534.722783,2.0883990000000003,41.085215000000005,-0.808245,-7.683461,0.39055700000000004
0.2,-1.291087,-4.650228,534.607483,2.092151,41.029123,-0.811722,-7.674625999999999,0.391343
0.21,-1.244513,-4.620987,534.511399,2.097255,40.975521,-0.8159390000000001,-7.665977000000001,0.392369
0.22,-1.194825,-4.594475,534.454025,2.104806,40.927032000000004,-0.820708,-7.657727,0.39382399999999995
0.23,-1.144312,-4.5732550000000005,534.447942,2.115527,40.883565999999995,-0.8254090000000001,-7.649682,0.395834
0.24,-1.092595,-4.558467,534.495261,2.129786,40.842490000000005,-0.8292959999999999,-7.641319,0.398467
0.25,-1.03667,-4.549588,534.586099,2.147561,40.799631,-0.8318200000000001,-7.632003999999999,0.40172399999999997
0.26,-0.9722040000000001,-4.545093,534.699882,2.168291,40.750791,-0.832866,-7.621246000000001,0.405515
0.27,-0.895699,-4.543621,534.808841,2.1907080000000003,40.693434,-0.832808,-7.608967999999999,0.409624
0.28,-0.806715,-4.5449019999999996,534.883658,2.212787,40.628121,-0.8323729999999999,-7.595692999999999,0.413695
0.29,-0.709216,-4.549799,534.901662,2.231977,40.559165,-0.8323200000000001,-7.582546000000001,0.41726899999999995
0.3,-0.611332,-4.559476,534.8560209999999,2.245775,40.494052,-0.833038,-7.571019000000001,0.41988400000000003
0.31,-0.523511,-4.5743540000000005,534.761767,2.252503,40.441646,-0.8342629999999999,-7.5625539999999996,0.421216
0.32,-0.455791,-4.59359,534.654349,2.25188,40.409683,-0.835082,-7.558095,0.421184
0.33,-0.41535299999999997,-4.615325,534.5793610000001,2.244997,40.402414,-0.834291,-7.557795,0.41995600000000005
0.34,-0.405265,-4.637322,534.576238,2.233581,40.419282,-0.8309559999999999,-7.560995,0.41782299999999994
0.35,-0.42464700000000005,-4.6573709999999995,534.662175,2.218958,40.455172,-0.824839,-7.566492,0.41502100000000003
0.36,-0.469718,-4.673258000000001,534.823766,2.20148,40.502246,-0.816439,-7.573008,0.411627
0.37,-0.5350090000000001,-4.682619,535.0212339999999,2.180886,40.552677,-0.806685,-7.579639,0.40762600000000004
0.38,-0.614247,-4.683193,535.2042240000001,2.157361,40.60119,-0.79652,-7.586112,0.403091
0.39,-0.700871,-4.673568,535.331859,2.132444,40.646355,-0.786623,-7.592739999999999,0.398341
0.4,-0.7883899999999999,-4.6539459999999995,535.3876230000001,2.109006,40.690151,-0.777349,-7.600128999999999,0.393921
0.41,-0.870872,-4.626352,535.382793,2.090255,40.736144,-0.768824,-7.6087880000000006,0.390423
0.42,-0.943685,-4.594203,535.348215,2.078407,40.787290999999996,-0.7610819999999999,-7.618834,0.388235
0.43,-1.0041959999999999,-4.5616650000000005,535.319066,2.073763,40.844445,-0.754167,-7.629925,0.387388
0.44,-1.051858,-4.533157,535.318814,2.0745310000000003,40.906028000000006,-0.748201,-7.641433,0.38753200000000004
0.45,-1.0874110000000001,-4.512917,535.347843,2.077309,40.968574,-0.743412,-7.652702000000001,0.38803000000000004
0.46,-1.1115700000000002,-4.504329,535.381046,2.078034,41.027568,-0.7401340000000001,-7.663246000000001,0.38814099999999996
0.47,-1.124056,-4.509076,535.376302,2.073188,41.078237,-0.73874,-7.672778,0.387239
0.48,-1.123677,-4.526578,535.291404,2.060954,41.116327000000005,-0.739471,-7.6811110000000005,0.385015
0.49,-1.109564,-4.554053,535.102227,2.041852,41.138958,-0.74217,-7.688056,0.38158200000000003
0.5,-1.0828229999999999,-4.587123,534.81378,2.018521,41.145396999999996,-0.746075,-7.6934059999999995,0.377425
0.51,-1.0474940000000001,-4.620565,534.459738,1.9947,41.137407,-0.749861,-7.697008,0.373218
0.52,-1.010152,-4.648994,534.0921900000001,1.973897,41.119,-0.752049,-7.698858,0.36958
0.53,-0.9783629999999999,-4.667711,533.767187,1.9583549999999998,41.095751,-0.75162,-7.69919,0.36689299999999997
0.54,-0.958843,-4.673977,533.5316730000001,1.9487290000000002,41.073954,-0.7484649999999999,-7.698503,0.36525100000000005
0.55,-0.95609,-4.668481,533.4153230000001,1.944459,41.059765000000006,-0.743359,-7.6975229999999994,0.36453
0.56,-0.971842,-4.6561639999999995,533.428267,1.9443970000000002,41.058287,-0.737445,-7.697058999999999,0.364509
0.57,-1.005212,-4.645461,533.56333,1.947209,41.072618,-0.731568,-7.697796,0.364944
0.58,-1.0531979999999999,-4.645747,533.799875,1.9513790000000002,41.103111,-0.72587,-7.700098,0.365564
0.59,-1.111365,-4.663718,534.106898,1.9551040000000002,41.147271999999994,-0.719849,-7.703939,0.366051
0.6,-1.174712,-4.700219000000001,534.4449139999999,1.9565299999999999,41.200453,-0.712784,-7.7090179999999995,0.366086
0.61,-1.238581,-4.749013,534.7679059999999,1.954466,41.257106,-0.704252,-7.714956,0.365479
0.62,-1.299176,-4.798351,535.0274009999999,1.949229,41.312104999999995,-0.694447,-7.721493,0.364323
0.63,-1.353379,-4.835083,535.180453,1.9429400000000001,41.361696,-0.6842159999999999,-7.7285509999999995,0.363044
0.64,-1.398249,-4.849730999999999,535.201048,1.938838,41.403909000000006,-0.674828,-7.736141,0.362263
0.65,-1.4310260000000001,-4.840244,535.0906719999999,1.939831,41.43849,-0.667636,-7.7442,0.36252399999999996
0.66,-1.449969,-4.812599,534.8815089999999,1.9470560000000001,41.466640999999996,-0.663723,-7.752491,0.364016
0.67,-1.455394,-4.778013,534.628417,1.9592169999999998,41.490838000000004,-0.6636270000000001,-7.760687,0.366463
0.68,-1.450058,-4.748177,534.392146,1.972984,41.514705,-0.6671819999999999,-7.768584,0.369202
0.69,-1.4386370000000002,-4.730707,534.221513,1.984128,41.542695,-0.673511,-7.776305000000001,0.371406
0.7,-1.426662,-4.726803,534.1423530000001,1.9888430000000001,41.579342,-0.6811659999999999,-7.784317999999999,0.372343
0.71,-1.4193440000000002,-4.731909,534.15629,1.984837,41.628182,-0.688454,-7.793259,0.371584
0.72,-1.420455,-4.738691,534.2466099999999,1.971986,41.690692999999996,-0.693928,-7.803642,0.369115
0.73,-1.431514,-4.740639,534.385906,1.952418,41.765634000000006,-0.696893,-7.815632000000001,0.36535700000000004
0.74,-1.451718,-4.734588,534.542129,1.9299650000000002,41.849070000000005,-0.697688,-7.828956,0.36105
0.75,-1.478772,-4.721311,534.683136,1.9091049999999998,41.935171000000004,-0.697559,-7.842994999999999,0.357054
0.76,-1.510217,-4.7044559999999995,534.781041,1.8936240000000002,42.017653,-0.698148,-7.856982,0.354093
0.77,-1.5446030000000002,-4.688732,534.816514,1.8854259999999998,42.091462,-0.700799,-7.870261999999999,0.352537
0.78,-1.5820299999999998,-4.678294999999999,534.781999,1.8839270000000001,42.154145,-0.705982,-7.882491,0.352279
0.79,-1.623966,-4.675848,534.682987,1.886353,42.206457,-0.7130920000000001,-7.893735,0.352798
0.8,-1.6725240000000001,-4.682424,534.537001,1.8889029999999998,42.252039,-0.720762,-7.904418,0.35337199999999996
0.81,-1.729545,-4.6975620000000005,534.370236,1.8882150000000002,42.296334,-0.727525,-7.915174,0.35335300000000003
0.82,-1.795822,-4.7195,534.212536,1.8824439999999998,42.345147,-0.732486,-7.926647999999999,0.352377
0.83,-1.8707060000000002,-4.745336,534.0920160000001,1.8715380000000001,42.403263,-0.7356090000000001,-7.939317999999999,0.35041500000000003
0.84,-1.952061,-4.771482,534.030328,1.856823,42.473394,-0.737518,-7.953367,0.3477
0.85,-2.036353,-4.7947809999999995,534.038737,1.840314,42.555572,-0.7390100000000001,-7.96863,0.344603
0.86,-2.118731,-4.813868,534.115307,1.8240900000000002,42.647071000000004,-0.7406119999999999,-7.984619,0.341516
0.87,-2.193264,-4.829644999999999,534.244471,1.80988,42.742888,-0.742395,-8.000623,0.33877399999999996
0.88,-2.253684,-4.84419,534.400569,1.798805,42.836653000000005,-0.744035,-8.015832000000001,0.336602
0.89,-2.294803,-4.858778,534.555181,1.79118,42.921704,-0.745035,-8.029424,0.335079
0.9,-2.3143279999999997,-4.872587,534.6852700000001,1.786414,42.99211,-0.745035,-8.040639,0.334106
0.91,-2.314257,-4.883043,534.778012,1.7831549999999998,43.043533000000004,-0.744089,-8.048860000000001,0.333438
0.92,-2.300992,-4.887391,534.830387,1.779775,43.073887,-0.742718,-8.053747,0.33277399999999996
0.93,-2.283762,-4.884369,534.845129,1.7751119999999998,43.083679,-0.741668,-8.055356,0.331893
0.94,-2.271761,-4.8750279999999995,534.8265230000001,1.7691080000000001,43.075844000000004,-0.741482,-8.054171,0.330782
0.95,-2.271067,-4.86238,534.7787959999999,1.76302,43.055005,-0.742156,-8.050993,0.329673
0.96,-2.2826869999999997,-4.850135,534.707433,1.7590599999999998,43.02626,-0.743054,-8.046692,0.32897600000000005
0.97,-2.3027189999999997,-4.841122,534.621536,1.7596319999999999,42.993891,-0.743121,-8.04193,0.32913600000000004
0.98,-2.3244990000000003,-4.8361529999999995,534.5344259999999,1.766476,42.960427,-0.741269,-8.03698,0.33047
0.99,-2.3414900000000003,-4.833851,534.460959,1.780087,42.926396000000004,-0.7367819999999999,-8.031718,0.33306199999999997
1.0,-2.3494990000000002,-4.8315339999999996,534.412641,1.7995130000000001,42.890792,-0.729594,-8.025782000000001,0.336727
1.01,-2.347448,-4.826741999999999,534.393564,1.822498,42.852066,-0.7203470000000001,-8.018821,0.34104
1.02,-2.336721,-4.818703,534.399807,1.8458450000000002,42.809276000000004,-0.710232,-8.010721,0.345405
1.03,-2.319607,-4.808979,534.4222639999999,1.8660729999999999,42.763003000000005,-0.700612,-8.001725,0.34917600000000004
1.04,-2.297668,-4.800916,534.450427,1.8803470000000002,42.715643,-0.692554,-7.992443,0.35182800000000003
1.05,-2.2708619999999997,-4.798131,534.4747990000001,1.887445,42.670921,-0.686438,-7.98371,0.35314
1.06,-2.237829,-4.802861,534.4880099999999,1.888336,42.632694,-0.681917,-7.976361,0.353298
1.07,-2.197063,-4.815009,534.486228,1.8860009999999998,42.603493,-0.67824,-7.970924,0.352862
1.08,-2.148177,-4.832294,534.471261,1.8844990000000001,42.583325,-0.674741,-7.967374,0.352591
1.09,-2.092557,-4.851251,534.451588,1.8876669999999998,42.569204,-0.6711689999999999,-7.965025,0.353197
1.1,-2.033118,-4.868475,534.440462,1.8979580000000003,42.555532,-0.667732,-7.962633,0.35513
1.11,-1.973255,-4.881473000000001,534.451456,1.9158009999999999,42.535173,-0.66495,-7.958660000000001,0.35846100000000003
1.12,-1.915285,-4.888832,534.493655,1.9396509999999998,42.50095,-0.663508,-7.951629,0.36289499999999997
1.13,-1.858912,-4.889880000000001,534.5684219999999,1.966684,42.447196999999996,-0.6641640000000001,-7.940461,0.36790100000000003
1.14,-1.800556,-4.884308,534.668283,1.993895,42.370936,-0.667651,-7.924714999999999,0.372922
1.15,-1.734121,-4.872063,534.777815,2.0192189999999997,42.272339,-0.674525,-7.904655,0.377581
1.16,-1.653013,-4.853409,534.8768759999999,2.0422540000000002,42.154348,-0.684956,-7.881131,0.381818
1.17,-1.552383,-4.828930000000001,534.946418,2.0643860000000003,42.021699,-0.698553,-7.85531,0.385905
1.18,-1.430516,-4.79946,534.975592,2.088244,41.879733,-0.7143149999999999,-7.828345,0.390344
1.19,-1.2889549999999999,-4.766075,534.966639,2.116659,41.733437,-0.7307680000000001,-7.8011289999999995,0.395662
1.2,-1.131669,-4.730028,534.933978,2.151467,41.586904,-0.746271,-7.7742119999999995,0.40219299999999997
1.21,-0.963929,-4.692428,534.896943,2.1926240000000004,41.443151,-0.759425,-7.747876,0.409915
1.22,-0.79165,-4.653779,534.8699740000001,2.238041,41.304169,-0.769446,-7.722282000000001,0.41842700000000005
1.23,-0.621534,-4.613924,534.856301,2.284198,41.171182,-0.776323,-7.697616,0.427068
1.24,-0.461538,-4.572778,534.849419,2.327301,41.045246,-0.780679,-7.674169,0.43513199999999996
1.25,-0.32055300000000003,-4.531504,534.8417099999999,2.364459,40.928082,-0.783397,-7.652373,0.442086
1.26,-0.206717,-4.493284,534.834421,2.394418,40.822646999999996,-0.7852100000000001,-7.632764,0.447693
1.27,-0.125032,-4.46298,534.841642,2.417564,40.732877,-0.786481,-7.615875999999999,0.45201499999999994
1.28,-0.075741,-4.445627,534.8845769999999,2.435277,40.662507,-0.7872680000000001,-7.602109,0.45529
1.29,-0.054485000000000006,-4.444412000000001,534.978837,2.449004,40.613517,-0.787611,-7.591612,0.457776
1.3,-0.054060000000000004,-4.458957,535.12198,2.459634,40.584998,-0.787791,-7.584252,0.45963999999999994
1.31,-0.066673,-4.484634,535.28822,2.467524,40.573034,-0.7883479999999999,-7.579661,0.460971
1.32,-0.085628,-4.513297000000001,535.433237,2.4730209999999997,40.571686,-0.789838,-7.577357000000001,0.461873
1.33,-0.106129,-4.535348,535.507243,2.476862,40.574628999999995,-0.79252,-7.576859,0.46252600000000005
1.34,-0.125599,-4.542543,535.471142,2.480016,40.576763,-0.796201,-7.577767999999999,0.463146
1.35,-0.144004,-4.530641,535.309722,2.483078,40.57527,-0.8003319999999999,-7.579775,0.463858
1.36,-0.164118,-4.500977,535.037385,2.485831,40.569916,-0.804231,-7.582632,0.464609
1.37,-0.191154,-4.460255999999999,534.6950929999999,2.487396,40.562702,-0.807275,-7.586137,0.465199
1.38,-0.23125900000000002,-4.4184779999999995,534.3403910000001,2.486861,40.55712,-0.808974,-7.590128,0.465408
1.39,-0.28912,-4.385686,534.0340150000001,2.483953,40.557259,-0.808916,-7.5945089999999995,0.46513000000000004
1.4,-0.36573,-4.3688519999999995,533.826635,2.4793939999999997,40.566972,-0.806685,-7.599278,0.46445699999999995
1.41,-0.457396,-4.37,533.748546,2.474774,40.589220000000005,-0.80186,-7.604558,0.463659
1.42,-0.556473,-4.386074,533.804367,2.471971,40.625744,-0.794162,-7.6106050000000005,0.46308599999999994
1.43,-0.653473,-4.410437,533.973901,2.472309,40.677069,-0.7836989999999999,-7.617800999999999,0.463002
1.44,-0.739792,-4.435485,534.219075,2.475838,40.742668,-0.771129,-7.626583999999999,0.46345
1.45,-0.810192,-4.455529,534.494966,2.481202,40.820959,-0.757613,-7.637295,0.464214
1.46,-0.864158,-4.468873,534.7611410000001,2.486291,40.909042,-0.744544,-7.649964999999999,0.46493500000000004
1.47,-0.90548,-4.478173,534.989155,2.489387,41.002492,-0.733175,-7.664173,0.465315
1.48,-0.940208,-4.488782,535.163987,2.4901470000000003,41.095696000000004,-0.72431,-7.679085000000001,0.465305
1.49,-0.9740219999999999,-4.505806,535.280559,2.489793,41.182928000000004,-0.718117,-7.693708999999999,0.465138
1.5,-1.010205,-4.531225,535.3389540000001,2.490443,41.259834999999995,-0.714137,-7.707236,0.46520900000000004
1.51,-1.04882,-4.562377,535.341645,2.494009,41.324646,-0.7115060000000001,-7.719303,0.465872
1.52,-1.087164,-4.592464,535.2934240000001,2.5013349999999996,41.37851,-0.709354,-7.730061,0.467283
1.53,-1.121386,-4.612863,535.202277,2.5120169999999997,41.424851000000004,-0.707224,-7.740036,0.469359
1.54,-1.1487889999999998,-4.616339,535.079359,2.5248470000000003,41.468096,-0.7052970000000001,-7.749896000000001,0.471864
1.55,-1.169844,-4.599832,534.9378889999999,2.538455,41.512373,-0.704282,-7.760223,0.474533
1.56,-1.188706,-4.565732,534.792453,2.551734,41.560642,-0.7049850000000001,-7.7713589999999995,0.477145
1.57,-1.211726,-4.5212069999999995,534.659695,2.563924,41.614445,-0.707805,-7.783352000000001,0.47954300000000005
1.58,-1.244592,-4.475892,534.5590540000001,2.574561,41.674067,-0.712433,-7.795971000000001,0.48162299999999997
1.59,-1.289518,-4.438846,534.510596,2.583429,41.738768,-0.717963,-7.808782000000001,0.48332600000000003
1.6,-1.3439379999999999,-4.415913,534.528475,2.590538,41.806969,-0.7233109999999999,-7.821280000000001,0.48463999999999996
1.61,-1.4014149999999999,-4.408448,534.612515,2.596045,41.876535,-0.727672,-7.833063,0.48559399999999997
1.62,-1.454367,-4.413749,534.743372,2.6001990000000004,41.945274,-0.730721,-7.844001,0.486252
1.63,-1.497266,-4.426833,534.885661,2.6033560000000002,42.011520000000004,-0.7325550000000001,-7.854299,0.486713
1.64,-1.528802,-4.4425669999999995,534.998566,2.606029,42.07448,-0.7335,-7.86441,0.48711000000000004
1.65,-1.5520479999999999,-4.457167,535.048632,2.6088080000000002,42.13413,-0.733904,-7.874822999999999,0.487583
1.66,-1.572633,-4.468567,535.018633,2.612119,42.190742,-0.73395,-7.885845,0.48823
1.67,-1.595826,-4.4759139999999995,534.909784,2.616045,42.244238,-0.733593,-7.897450999999999,0.489063
1.68,-1.623802,-4.478832,534.738743,2.620434,42.293631,-0.732643,-7.9092139999999995,0.49004
1.69,-1.654094,-4.476982,534.5322980000001,2.625243,42.336752000000004,-0.730957,-7.920336,0.491129
1.7,-1.679761,-4.470045,534.321815,2.6307490000000002,42.370484999999995,-0.728603,-7.929769,0.492353
1.71,-1.691396,-4.457934,534.138467,2.6374169999999997,42.391622,-0.725884,-7.9364479999999995,0.49377
1.72,-1.6805459999999999,-4.441054,534.009408,2.645552,42.398143,-0.723292,-7.9395869999999995,0.495413
1.73,-1.643307,-4.420686,533.954037,2.6550439999999997,42.390404,-0.721476,-7.938961,0.497242
1.74,-1.582441,-4.399430000000001,533.979558,2.6653740000000004,42.371528000000005,-0.721196,-7.935047,0.49915299999999996
1.75,-1.507044,-4.3812809999999995,534.077183,2.675765,42.346649,-0.723134,-7.9289380000000005,0.501007
1.76,-1.430017,-4.370916,534.222304,2.685355,42.321292,-0.727545,-7.922038000000001,0.502666
1.77,-1.364455,-4.372336,534.380719,2.69332,42.299651000000004,-0.733945,-7.915639,0.504008
1.78,-1.32017,-4.387452,534.519058,2.698976,42.283541,-0.741084,-7.910577,0.504935
1.79,-1.301244,-4.415126,534.614373,2.701891,42.272391,-0.747294,-7.907081,0.505391
1.8,-1.305239,-4.451015,534.658362,2.701993,42.26409,-0.751103,-7.904878,0.505368
1.81,-1.324301,-4.48838,534.655642,2.699671,42.256146,-0.751845,-7.9034320000000005,0.5049359999999999
1.82,-1.347858,-4.519729,534.6196219999999,2.6958290000000003,42.246611,-0.750059,-7.902181,0.504252
1.83,-1.365951,-4.538755999999999,534.569806,2.691781,42.234535,-0.7474390000000001,-7.900658,0.503542
1.84,-1.372034,-4.541924,534.530326,2.688905,42.220028000000006,-0.746267,-7.898528,0.503041
1.85,-1.364356,-4.529254,534.525882,2.6881009999999996,42.204175,-0.748445,-7.895628,0.502894
1.86,-1.345694,-4.504246,534.57317,2.689347,42.188876,-0.75458,-7.892067999999999,0.503083
1.87,-1.321861,-4.473054,534.671554,2.691665,42.176515,-0.76358,-7.888304,0.503424
1.88,-1.299607,-4.44305,534.799483,2.6935540000000002,42.169325,-0.773053,-7.885072,0.503657
1.89,-1.284459,-4.420964,534.919884,2.6937290000000003,42.168566,-0.7802939999999999,-7.883155,0.503576
1.9,-1.2790139999999999,-4.4109739999999995,534.992523,2.691822,42.1739,-0.783412,-7.883082000000001,0.503151
1.91,-1.28233,-4.413447,534.988584,2.688615,42.183399,-0.7820520000000001,-7.8849160000000005,0.502555
1.92,-1.290751,-4.425054,534.9024009999999,2.685555,42.194296,-0.777396,-7.888223,0.502065
1.93,-1.299718,-4.440416,534.755475,2.68375,42.204139,-0.771506,-7.892231,0.501865
1.94,-1.305531,-4.454422,534.589695,2.683096,42.211742,-0.7663800000000001,-7.896101,0.501898
1.95,-1.306303,-4.4639,534.45158,2.682218,42.217486,-0.763205,-7.899216,0.5018640000000001
1.96,-1.302088,-4.467861,534.374737,2.679293,42.222916,-0.762096,-7.901368,0.5013880000000001
1.97,-1.294576,-4.466723,534.368577,2.6732560000000003,42.229932,-0.762309,-7.902772,0.500264
1.98,-1.286611,-4.461396,534.417266,2.664562,42.240024,-0.762728,-7.9039410000000005,0.498592
1.99,-1.281552,-4.452795,534.487801,2.655066,42.2539,-0.762355,-7.905494,0.49675
2.0,-1.2825229999999999,-4.441681,534.543585,2.647138,42.271597,-0.760649,-7.907978999999999,0.49521499999999996
2.01,-1.291698,-4.428587,534.559169,2.6425810000000003,42.292859,-0.757628,-7.911726,0.49434799999999995
2.02,-1.309752,-4.413876999999999,534.531371,2.641913,42.317484,-0.753775,-7.916745,0.494249
2.03,-1.335587,-4.398129,534.4821860000001,2.644282,42.34543,-0.749785,-7.922702,0.494737
2.04,-1.366433,-4.382766,534.451274,2.647927,42.376735,-0.7462449999999999,-7.929017999999999,0.49544799999999994
2.05,-1.3983709999999998,-4.370347,534.4798900000001,2.650896,42.411382,-0.743356,-7.935075,0.49597700000000006
2.06,-1.427093,-4.3640550000000005,534.5919809999999,2.651653,42.449182,-0.74085,-7.940482,0.496014
2.07,-1.4487450000000002,-4.366542,534.780318,2.649336,42.489698,-0.7381840000000001,-7.945262,0.495406
2.08,-1.4609159999999999,-4.378903,535.004669,2.643686,42.532187,-0.734938,-7.949872,0.49414300000000005
2.09,-1.463761,-4.400309,535.204095,2.6348979999999997,42.575611,-0.731166,-7.955023,0.492316
2.1,-1.4607649999999999,-4.428203,535.3183889999999,2.6236669999999997,42.618758,-0.727472,-7.961385000000001,0.490113
2.11,-1.4583,-4.458653,535.3091059999999,2.6114189999999997,42.660444,-0.724789,-7.969310000000001,0.487834
2.12,-1.463642,-4.486783,535.171596,2.600327,42.699771000000005,-0.724029,-7.978707000000001,0.485887
2.13,-1.482143,-4.507469,534.934699,2.592766,42.736369,-0.725777,-7.989081,0.484688
2.14,-1.515091,-4.516421,534.6504940000001,2.590338,42.770618,-0.730063,-7.999733999999999,0.48449200000000003
2.15,-1.5594860000000001,-4.511343,534.379472,2.593004,42.803843,-0.736202,-8.010009,0.48523599999999995
2.16,-1.609747,-4.492805000000001,534.175965,2.5988279999999997,42.838318,-0.742789,-8.019514,0.486512
2.17,-1.6600840000000001,-4.464576,534.076574,2.6045220000000002,42.87688,-0.747969,-8.028227000000001,0.48766800000000005
2.18,-1.706105,-4.433244,534.093542,2.606569,42.921991999999996,-0.749979,-8.036419,0.48803599999999997
2.19,-1.74521,-4.406982,534.2147110000001,2.60245,42.974558,-0.747745,-8.044435,0.487154
2.2,-1.7762529999999999,-4.393429,534.4098019999999,2.591413,43.033086,-0.741313,-8.052451,0.484911
2.21,-1.7991270000000001,-4.39711,534.63973,2.574446,43.093773,-0.731913,-8.060339,0.481529
2.22,-1.814512,-4.417444000000001,534.86461,2.553643,43.151542,-0.721612,-8.06775,0.477437
2.23,-1.823748,-4.4485410000000005,535.048121,2.531382,43.201578999999995,-0.712663,-8.074335000000001,0.473113
2.24,-1.8287200000000001,-4.481196,535.159043,2.509677,43.240626,-0.706781,-8.079958,0.468959
2.25,-1.831712,-4.506218,535.172706,2.489802,43.267511999999996,-0.704674,-8.084776,0.465233
2.26,-1.835177,-4.517594,535.074519,2.472172,43.282920000000004,-0.705994,-8.089139,0.462024
2.27,-1.841545,-4.514158999999999,534.865138,2.4565,43.288833000000004,-0.7096560000000001,-8.093411,0.459275
2.28,-1.853156,-4.49937,534.564497,2.4421459999999997,43.288144,-0.714281,-8.097833999999999,0.456848
2.29,-1.8723029999999998,-4.479691000000001,534.211787,2.42846,43.284584,-0.718603,-8.102514,0.45458699999999996
2.3,-1.9012630000000001,-4.462478,533.860114,2.414925,43.282744,-0.721724,-8.107507,0.45235200000000003
2.31,-1.9421970000000002,-4.454066,533.566362,2.4011080000000002,43.287827,-0.7232029999999999,-8.112923,0.450011
2.32,-1.996762,-4.458397,533.378485,2.3864900000000002,43.304846999999995,-0.723016,-8.118972,0.447429
2.33,-2.065289,-4.4763660000000005,533.324399,2.370331,43.337284999999994,-0.721409,-8.125877000000001,0.44444399999999995
2.34,-2.145681,-4.506023,533.407087,2.3517,43.385531,-0.718729,-8.133662,0.44088299999999997
2.35,-2.232585,-4.543547,533.60767,2.329798,43.445823,-0.715271,-8.141903999999998,0.436612
2.36,-2.317577,-4.5845970000000005,533.893594,2.304481,43.510313000000004,-0.711233,-8.149623,0.431637
2.37,-2.390678,-4.625541,534.226774,2.2767009999999996,43.568461,-0.706793,-8.155424,0.426167
2.38,-2.442736,-4.6641330000000005,534.5682860000001,2.248454,43.609327,-0.702257,-8.157859,0.42061099999999996
2.39,-2.467514,-4.699365,534.880051,2.222134,43.624041,-0.698106,-8.155855,0.415445
2.4,-2.462567,-4.7305589999999995,535.12667,2.199621,43.607683,-0.6948529999999999,-8.149039,0.41104700000000005
2.41,-2.428787,-4.75629,535.280301,2.181673,43.560105,-0.6928,-8.137812,0.40757600000000005
2.42,-2.3693779999999998,-4.7740339999999994,535.327912,2.1679310000000003,43.485566999999996,-0.69188,-8.123165,0.404973
2.43,-2.289186,-4.781105,535.2766349999999,2.157362,43.391504,-0.6917,-8.10637,0.403037
2.44,-2.194579,-4.776522,535.153456,2.148682,43.28685,-0.691721,-8.08868,0.401508
2.45,-2.0932049999999998,-4.762679,534.999341,2.140558,43.180324,-0.691461,-8.071099,0.40010500000000004
2.46,-1.9928240000000002,-4.74558,534.860498,2.131751,43.079015000000005,-0.690639,-8.054253,0.39856199999999997
2.47,-1.8992689999999999,-4.733184,534.7786990000001,2.1214060000000003,42.987528999999995,-0.689218,-8.038377,0.396689
2.48,-1.814675,-4.732546,534.781555,2.109419,42.907812,-0.6873739999999999,-8.023428,0.394445
2.49,-1.737282,-4.7471309999999995,534.874885,2.096587,42.839566,-0.685365,-8.009269,0.391977
2.5,-1.6631240000000003,-4.7755540000000005,535.040741,2.0843700000000003,42.780997,-0.683393,-7.995839,0.389572
2.51,-1.588598,-4.812114,535.242764,2.074368,42.729605,-0.6815260000000001,-7.983219999999999,0.38755700000000004
2.52,-1.512434,-4.848791,535.436379,2.067797,42.682756,-0.679755,-7.971583,0.386189
